id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
126,#126,#126,Magmar,Fire,Fire,126,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/126.png?raw=true,"The hotter the place, the better they feel. Magmar in Alola are said to be hardier than those in other areas."
127,#127,#127,Pinsir,Bug,Bug,127,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/127.png?raw=true,"If it fails to crush the victim in its pincers,it will swing it around and toss it hard."
128,#128,#128,Tauros,Normal,Normal,128,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/128.png?raw=true,These violent Pokémon fight with other mem­bers of their herd in order to prove their strength.
129,#129,#129,Magikarp,Water,Water,129,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/129.png?raw=true,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak.However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is."
130,#130,#130,Gyarados,Water,Flying,130,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/130.png?raw=true,"Once it appears, its rage never settles until it has razed the fields and mountains around it."
131,#131,#131,Lapras,Water,Ice,131,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/131.png?raw=true,"Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back."
132,#132,#132,Ditto,Normal,Normal,132,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/132.png?raw=true,"With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto."
133,#133,#133,Eevee,Normal,Normal,133,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/133.png?raw=true,"Its genetic code is unstable, so it could evolve ina variety of ways. There are only a few alive."
134,#134,#134,Vaporeon,Water,Water,134,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/134.png?raw=true,"Its cell composition is similar to water molecules. As a result, it can melt away into water."
135,#135,#135,Jolteon,Electric,Electric,135,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/135.png?raw=true,Its cells generate weak power that is amplified by its fur’s static electricity to drop thunderbolts. The bristling fur is made of electrically charged needles.
136,#136,#136,Flareon,Fire,Fire,136,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/136.png?raw=true,"It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle."
137,#137,#137,Porygon,Normal,Normal,137,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/137.png?raw=true,"An artificial Pokémon created due to extensiveresearch, it can perform only what is in its program."
138,#138,#138,Omanyte,Rock,Water,138,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/138.png?raw=true,"Although long extinct, in rare cases, it can be genetically regenerated from fossils."
139,#139,#139,Omastar,Rock,Water,139,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/139.png?raw=true,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous."
140,#140,#140,Kabuto,Rock,Water,140,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/140.png?raw=true,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
141,#141,#141,Kabutops,Rock,Water,141,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/141.png?raw=true,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolvingfrom being a water-dweller to living on land as evident from the beginnings of change in its gills and legs.
142,#142,#142,Aerodactyl,Rock,Flying,142,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/142.png?raw=true,A savage Pokémon that died out in ancient times. Itwas resurrected using DNA taken from amber.
143,#143,#143,Snorlax,Normal,Normal,143,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/143.png?raw=true,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its big belly as a place to play.
144,#144,#144,Articuno,Ice,Flying,144,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/144.png?raw=true,A legendary bird Pokémon that is said to appear todoomed people who are lost in icy mountains.
145,#145,#145,Zapdos,Electric,Flying,145,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/145.png?raw=true,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds.The Pokémon gains power if it is stricken by lightning bolts.
146,#146,#146,Moltres,Fire,Flying,146,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/146.png?raw=true,It is said to be the legendary bird Pokémon of fire. Every flap of its wings creates a dazzling flare of flames.
147,#147,#147,Dratini,Dragon,Dragon,147,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/147.png?raw=true,It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.
148,#148,#148,Dragonair,Dragon,Dragon,148,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/148.png?raw=true,A mystical Pokémon that exudes a gentle aura. It is said to have the ability to change the weather.
149,#149,#149,Dragonite,Dragon,Flying,149,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/149.png?raw=true,It is said that this Pokémon con­ stantly flies overthe immense seas and rescues drown­ ing people.
150,#150,#150,Mewtwo,Psychic,Psychic,150,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/150.png?raw=true,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.
151,#151,#151,Mew,Psychic,Psychic,151,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/151.png?raw=true,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisibleat will, so it entirely avoids notice even if it approaches people."
152,#001,#152,Chikorita,Grass,Grass,152,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/152.png?raw=true,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.
153,#002,#153,Bayleef,Grass,Grass,153,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/153.png?raw=true,The buds that ring its neck give off a spicy aroma that perks people up.
154,#003,#154,Meganium,Grass,Grass,154,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/154.png?raw=true,Its breath has the fantastic ability to revive dead plants and flowers.
155,#004,#155,Cyndaquil,Fire,Fire,155,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/155.png?raw=true,"It has a timid nature. If it is startled, the flames on its back burn more vigorously."
156,#005,#156,Quilava,Fire,Fire,156,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/156.png?raw=true,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air.This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
157,#006,#157,Typhlosion,Fire,Fire,157,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/157.png?raw=true,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
158,#007,#158,Totodile,Water,Water,158,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/158.png?raw=true,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."
159,#008,#159,Croconaw,Water,Water,159,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/159.png?raw=true,"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place."
160,#009,#160,Feraligatr,Water,Water,160,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/160.png?raw=true,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up."
161,#019,#161,Sentret,Normal,Normal,161,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/161.png?raw=true,"They take turns standing guard when it is time to sleep. The sentry awakens the others if it senses danger. If one becomes separated, it turns sleepless with fear."
162,#020,#162,Furret,Normal,Normal,162,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/162.png?raw=true,"There is no telling where its tail begins. Despite its short legs, it is quick at hunting RATTATA."
163,#015,#163,Hoothoot,Normal,Flying,163,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/163.png?raw=true,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémonbegins hooting at precisely the same time every day."
164,#016,#164,Noctowl,Normal,Flying,164,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/164.png?raw=true,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
165,#030,#165,Ledyba,Bug,Flying,165,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/165.png?raw=true,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.
166,#031,#166,Ledian,Bug,Flying,166,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/166.png?raw=true,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy."
167,#032,#167,Spinarak,Bug,Poison,167,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/167.png?raw=true,It spins a web using fine--but durable--thread.It then waits pa­ tiently for prey to be trapped.
168,#033,#168,Ariados,Bug,Poison,168,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/168.png?raw=true,It spins string not only from its rear but also fromits mouth. It is hard to tell which end is which.
169,#039,#169,Crobat,Poison,Flying,169,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/169.png?raw=true,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck."
170,#176,#170,Chinchou,Water,Electric,170,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/170.png?raw=true,Chinchou blink their shining antennae at one another to claim their respective turf.
171,#177,#171,Lanturn,Water,Electric,171,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/171.png?raw=true,"It lives far down in the depths of the ocean. It blinds its prey with light, using the moment they’re dazzled to swallow them whole."
172,#021,#172,Pichu,Electric,Electric,172,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/172.png?raw=true,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.
173,#040,#173,Cleffa,Fairy,Fairy,173,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/173.png?raw=true,"On nights with many shooting stars, they gather in packs and dance in circles. If you should see them, something good will happen!"
174,#044,#174,Igglybuff,Normal,Fairy,174,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/174.png?raw=true,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.
175,#046,#175,Togepi,Fairy,Fairy,175,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/175.png?raw=true,It is considered to be a symbol of good luck. Itsshell is said to be filled with happiness.
176,#047,#176,Togetic,Fairy,Flying,176,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/176.png?raw=true,"They say that it will appear before kindhearted, caring people and shower them with happiness."
